SL,PTH,TTR,AWL,ASC,DWR,POS,VWR,GFI,FKG,FRE,PRP,COH
41,14,0.78,4.2,1.24,0.2,0.17,0.24,26.4,15.03,60.32,4.320979952358291,0.63
34,10,0.82,4.35,1.24,0.18,0.29,0.26,22.8,12.3,67.42,4.7436019997591865,0.66
5,3,1.0,3.4,1.2,0.2,0.8,0.6,12.0,0.52,100.24,11.363723366857219,0.48
11,4,1.0,5.09,1.82,0.45,0.64,0.09,24.4,10.18,41.7,10.017666033248208,0.52
37,7,0.7,4.24,1.22,0.14,0.22,0.19,22.4,13.24,66.07,4.7436019997591865,0.67
14,4,0.93,4.64,1.21,0.21,0.5,0.0,16.0,4.15,90.26,8.372083721329762,0.64
